case_id,visa_type,beneficiary_data,recommender_data,rough_draft,final_draft
case_83,NIW,Dr. Alex 83 works in computational biology. Publications: 24. Citations: 781. Awards: —. Key venues: KDD.,"Dr. Jordan 83, Director, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
83. Dr. Alex 83 is a talented researcher in computational biology. They have many publications and their work
is known at venues like KDD. They have around 24 publications. I believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 83 for the NIW visa category. As Director at CMU, I have closely followed
Dr. Alex 83's work in computational biology.

Dr. Alex 83 has authored 24 peer-reviewed publications with approximately 781 citations. Dr. Alex 83's
research appears at KDD and is widely recognized in computational biology.

In summary, Dr. Alex 83 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_84,EB-1A,"Dr. Alex 84 works in NLP. Publications: 25. Citations: 4688. Awards: ACM Best Paper Award, AAAI Fellow. Key venues:
ICLR, AAAI, EMNLP.","Dr. Jordan 84, Associate Professor, Microsoft Research","I am writing to recommend Dr. Alex 84. Dr. Alex 84 is a talented researcher in NLP. They have many
publications and their work is known at venues like ICLR, AAAI, EMNLP. They have around 37 publications. I
believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 84 for the EB-1A visa category. As Associate Professor at Microsoft
Research, I have closely followed Dr. Alex 84's work in NLP.

Dr. Alex 84 has authored 25 peer-reviewed publications with approximately 4688 citations. Notably, Dr. Alex 84
received ACM Best Paper Award, AAAI Fellow. Dr. Alex 84's research appears at ICLR, AAAI, EMNLP and is widely
recognized in NLP.

In summary, Dr. Alex 84 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_85,O-1A,"Dr. Alex 85 works in theoretical CS. Publications: 38. Citations: 1773. Awards: ACL Best Paper Award, NeurIPS
Outstanding Paper. Key venues: EMNLP.","Dr. Jordan 85, Principal Scientist, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
85. Dr. Alex 85 is a talented researcher in theoretical CS. They have many publications and their work is
known at venues like EMNLP. They have around 38 publications. I believe they are qualified for the O-1A visa.
Their contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 85 for the O-1A visa category. As Principal Scientist at OpenAI, I have
closely followed Dr. Alex 85's work in theoretical CS.

Dr. Alex 85 has authored 38 peer-reviewed publications with approximately 1773 citations. Notably, Dr. Alex 85
received ACL Best Paper Award, NeurIPS Outstanding Paper. Dr. Alex 85's research appears at EMNLP and is
widely recognized in theoretical CS.

In summary, Dr. Alex 85 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_86,EB-1A,"Dr. Alex 86 works in cybersecurity. Publications: 70. Citations: 1380. Awards: —. Key venues: EMNLP, CVPR, ICML.","Dr. Jordan 86, Director, Caltech","I am writing to recommend Dr. Alex 86. Dr. Alex 86 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like EMNLP, CVPR, ICML. They have around 70 publications. I
believe they are highly qualified.","I am honored to recommend Dr. Alex 86 for the EB-1A visa category. As Director at Caltech, I have closely
followed Dr. Alex 86's work in cybersecurity.

Dr. Alex 86 has authored 70 peer-reviewed publications with approximately 1380 citations. Dr. Alex 86's
research appears at EMNLP, CVPR, ICML and is widely recognized in cybersecurity.

In summary, Dr. Alex 86 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_87,EB-1A,"Dr. Alex 87 works in robotics. Publications: 8. Citations: 3475. Awards: —. Key venues: EMNLP, ICML, ICLR.","Dr. Jordan 87, Professor, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
87. Dr. Alex 87 is a talented researcher in robotics. They have many publications and their work is known at
venues like EMNLP, ICML, ICLR. They have around 8 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 87 for the EB-1A visa category. As Professor at Google DeepMind, I have
closely followed Dr. Alex 87's work in robotics.

Dr. Alex 87 has authored 8 peer-reviewed publications with approximately 3475 citations. Dr. Alex 87's
research appears at EMNLP, ICML, ICLR and is widely recognized in robotics.

In summary, Dr. Alex 87 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_88,O-1A,Dr. Alex 88 works in cybersecurity. Publications: 22. Citations: 4303. Awards: —. Key venues: NeurIPS.,"Dr. Jordan 88, Director, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
88. Dr. Alex 88 is a talented researcher in cybersecurity. Their work is recognized at top venues. They have
around 22 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 88 for the O-1A visa category. As Director at CMU, I have closely followed
Dr. Alex 88's work in cybersecurity.

Dr. Alex 88 has authored 22 peer-reviewed publications with approximately 4303 citations. Dr. Alex 88's
research appears at NeurIPS and is widely recognized in cybersecurity.

In summary, Dr. Alex 88 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_89,EB-1A,"Dr. Alex 89 works in HCI. Publications: 59. Citations: 2618. Awards: NeurIPS Outstanding Paper, AAAI Fellow. Key venues:
CVPR, NeurIPS, AAAI.","Dr. Jordan 89, Director, Caltech","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
89. Dr. Alex 89 is a talented researcher in HCI. They have many publications and their work is known at venues
like CVPR, NeurIPS, AAAI. They have around 59 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 89 for the EB-1A visa category. As Director at Caltech, I have closely
followed Dr. Alex 89's work in HCI.

Dr. Alex 89 has authored 59 peer-reviewed publications with approximately 2618 citations. Notably, Dr. Alex 89
received NeurIPS Outstanding Paper, AAAI Fellow. Dr. Alex 89's research appears at CVPR, NeurIPS, AAAI and is
widely recognized in HCI.

In summary, Dr. Alex 89 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_90,EB-1A,"Dr. Alex 90 works in computational biology. Publications: 68. Citations: 3204. Awards: IEEE Fellow, ICLR Spotlight. Key
venues: KDD.","Dr. Jordan 90, Principal Scientist, Stanford","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
90. Dr. Alex 90 is a talented researcher in computational biology. They have many publications and their work
is known at venues like KDD. They have around 68 publications. Their contributions have been considered
impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 90 for the EB-1A visa category. As Principal Scientist at Stanford, I have
closely followed Dr. Alex 90's work in computational biology.

Dr. Alex 90 has authored 68 peer-reviewed publications with approximately 3204 citations. Notably, Dr. Alex 90
received IEEE Fellow, ICLR Spotlight. Dr. Alex 90's research appears at KDD and is widely recognized in
computational biology.

In summary, Dr. Alex 90 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_91,EB-1A,Dr. Alex 91 works in robotics. Publications: 20. Citations: 3245. Awards: —. Key venues: KDD.,"Dr. Jordan 91, Principal Scientist, Stanford","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
91. Dr. Alex 91 is a talented researcher in robotics. Their work is recognized at top venues. They have around
20 publications. I believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 91 for the EB-1A visa category. As Principal Scientist at Stanford, I have
closely followed Dr. Alex 91's work in robotics.

Dr. Alex 91 has authored 20 peer-reviewed publications with approximately 3245 citations. Dr. Alex 91's
research appears at KDD and is widely recognized in robotics.

In summary, Dr. Alex 91 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_92,O-1A,"Dr. Alex 92 works in cybersecurity. Publications: 49. Citations: 1963. Awards: Sloan Fellowship, ICLR Spotlight. Key
venues: ICLR.","Dr. Jordan 92, Chair, Stanford","They have many publications and their work is known at venues like ICLR. They have around 49 publications. I
believe they are qualified for the O-1A visa.","I am honored to recommend Dr. Alex 92 for the O-1A visa category. As Chair at Stanford, I have closely
followed Dr. Alex 92's work in cybersecurity.

Dr. Alex 92 has authored 49 peer-reviewed publications with approximately 1963 citations. Notably, Dr. Alex 92
received Sloan Fellowship, ICLR Spotlight. Dr. Alex 92's research appears at ICLR and is widely recognized in
cybersecurity.

In summary, Dr. Alex 92 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_93,NIW,"Dr. Alex 93 works in HCI. Publications: 70. Citations: 3690. Awards: —. Key venues: ICLR, ACL.","Dr. Jordan 93, Director, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
93. Dr. Alex 93 is a talented researcher in HCI. Their work is recognized at top venues. They have around 70
publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 93 for the NIW visa category. As Director at CMU, I have closely followed
Dr. Alex 93's work in HCI.

Dr. Alex 93 has authored 70 peer-reviewed publications with approximately 3690 citations. Dr. Alex 93's
research appears at ICLR, ACL and is widely recognized in HCI.

In summary, Dr. Alex 93 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
